text,Label,a1,a2
"""Bored at home? Rewatched Wynonna Earp a few times? Let's help each other flatten the curve and break the curse!""

Introducing to you now *drumroll please* ... EARP CURSE CON!!!
#WynonnaEarp #E4L #ECC #EarpCurseCon #Earpers https://t.co/OLzvj8n7XD",UNINFORMATIVE,,
"@realDonaldTrump @Twitter What’s the evidence?  Is it like, when you said Obama wasn’t a US citizen, wrong.  Coronavirus was under control wrong.  No global warming, wrong again.",INFORMATIVE,,
"Bob &amp; Ray bilked taxpayers out of half a billion on a park that wasn’t necessary. They are part of a group that isn’t willing to open up the books, yet painting the players as the bad guy for having concerns over $ and health during a pandemic. They don’t respect you the consumer",INFORMATIVE,,
@CarolineMoss This beach in Spain is doing reservations! https://t.co/5W25ZEugFn,UNINFORMATIVE,,
"Rioting and looting without a mask on during the Days of COVID is the height of idiotic. You're committing a crime, and you're *not* wearing a disguise while everyone else is?",UNINFORMATIVE,,
Reducing transmission of SARS-CoV-2 | Science https://t.co/OItY8Mu3j0,INFORMATIVE,,
News:  : Piyush Goyal holds a meeting with the industry to assess lockdown https://t.co/GWrFiVn2vn,INFORMATIVE,,
"The total number of positive COVID-19 cases for the Navajo Nation has reached 4,944.

There is also 159 deaths. Preliminary reports from nine health care facilities indicate that approximately 1,620 individuals have recovered from COVID-19.",INFORMATIVE,,
Hilariously Douglas Ross who resigned yesterday drove from Moray to London during lockdown in search of a better Internet connection. Can the Internet be that bad in Moray?,UNINFORMATIVE,,
"Daily coronavirus tests in India:

21 May: 103,514
22 May: 115,364
23 May: 108,623
24 May: 90,170
25 May: 92,528
26 May: 116,041
27 May: 119,976 (all-time high)",INFORMATIVE,,
Looting. https://t.co/Om6Z4Vb535,UNINFORMATIVE,,
"This is astonishing. Hot on heels of Newsnight comes this. The government is now literally using our money to *pay* the Daily Mail to publish pro-government propaganda pieces about how well it is handling COVID-19.

‘Sponsored by The UK Government’ https://t.co/q6aN1JsVgI",INFORMATIVE,,
"Truly unfortunate to see this tragic loss of life due to pandemic. Conscious and responsible action is the need of the hour. Judiciousness in social interaction is needed to come on top of it. -Sg
#BeatTheVirus
https://t.co/XJAP3LOzEU",UNINFORMATIVE,,
"Please if you see this Do Not Scroll past! A Black woman and her daughter need us, they need community! https://t.co/9w3ZmV2CH3",INFORMATIVE,,
"I’ve had people ask me, “Are you seriously blaming Trump for how many coronavirus deaths there have been?” So I thought I should clarify: I absolutely am.",UNINFORMATIVE,,
"The fact that Donald Trump sent 47 tweets and retweets today and not a single one of them acknowledged the 100,000 Americans we’ve lost to the coronavirus tells you pretty much everything you need to know about him.",INFORMATIVE,,
"Truly unfortunate to see this tragic loss of life due to pandemic. Conscious and responsible action is the need of the hour. Judiciousness in social interaction is needed to come on top of it. -Sg
#BeatTheVirus
https://t.co/XJAP3LOzEU",UNINFORMATIVE,,
"I would just like to remind people that a few weeks ago people protested ""getting haircuts"" and stay at home orders and nothing happened...people fight for the injust MURDERS of black people and this happens...Understand what privilege means... https://t.co/wszxPuKIxM",UNINFORMATIVE,,
@ChinaAmbUN China is the trouble maker of the world !! Apart from infringements into other countries sovereignty China has also cursed the world with #ChinaVirus !! China needs to be taught a lesson !!,INFORMATIVE,,
"Prakash Javadekar - Gave University of eminent status to Jio University without a brick in place with 1000 crore yearly grant. 
Destroyed BSNL, helped JIO

Harshvardhan :- Matar chheelu Health minister, no idea about pandemic, declared No danger of  Corona for India on 13 March",INFORMATIVE,,
THIS IS THE TYPE OF PROTEST TO BREAK THE SOCIAL DISTANCING RULE NOT FOR A FUCKING HAIR CUT #BlackLivesMatter #icantbreathe #JusticeForGeorgeFloyd https://t.co/nmTZUTZxFA,INFORMATIVE,,
"I would just like to remind people that a few weeks ago people protested ""getting haircuts"" and stay at home orders and nothing happened...people fight for the injust MURDERS of black people and this happens...Understand what privilege means... https://t.co/wszxPuKIxM",UNINFORMATIVE,,
"Hey media, this is way worse social distancing than the reopen protesters that you’ve attacked for months. Just throwing that out there. https://t.co/1VQxvemTVy",UNINFORMATIVE,,
"I testified to @HouseScience in early March to sound the alarm on what might happen if #COVID19 gained a foothold in US. But I didn't think we would ever allow 100,000 mothers, fathers, grandparents, brothers, sisters, sons, daughters to perish.  Beyond heartbreaking, no words",INFORMATIVE,,
Stupid Nation this One ! Total failure of the Central and State Govt in this Country https://t.co/PlHz0O5ard,UNINFORMATIVE,,
"I am unemployed though
I am also corona warrior.
#Justice_LRDMale
@CMOGuj @PMOIndia",UNINFORMATIVE,,
"Every Republican in the Senate has a heart of steel, blood on their hands.  https://t.co/ILwGXJj1j0",INFORMATIVE,,
Not even a pandemic can stop God's plans for you. Keep the faith and trust in the process. ??,UNINFORMATIVE,,
Breaking: Texas Supreme Court blocks expansion of mail-in voting during coronavirus pandemic. https://t.co/ZfZtjPwMTJ,INFORMATIVE,,
"@PfisterZero @FilthyDanShow @tendou_superior you missed the point entirely.

but you’re right it was pathetic in comparison, just not for the reason you mean. 
it’s pathetic they were rioting to go out and spread covid some more and the people rn are rioting that someone was killed for no good reason.",INFORMATIVE,,
Pandemic stopped everything but racism and police brutality,INFORMATIVE,,
"Not a great day for the 100,000 Americans who died of coronavirus https://t.co/pJk7FVW1ts",INFORMATIVE,,
"Yesterday left Harare, went through some police and army check points. They usually stop you, ask for documentation and ask why u travelling #COVID19 didnt happen yesterday travelling from province to province. Worrying. Generally police army getting too complacent even in Harare",INFORMATIVE,,
Craziness https://t.co/ukpOYSNvhe,UNINFORMATIVE,,
"Me &amp; @jensssmith just dropped our first YouTube video!

True say Jennifer has a lit Spotify playlist called Covid-19 so we thought we’d count down our top 5 songs!
Hope you enjoy the video 
Like comment subscribe gang 
https://t.co/QPUtHpgwVt https://t.co/gUIYGlzfZG",UNINFORMATIVE,,
Covid-19: Questions of conscience and duty for scientific advisers https://t.co/Dxg1yeSItG,INFORMATIVE,,
"A #Wuhan doctor who worked with #coronavirus whistleblower Li Wenliang died of the virus last week, state media reports  https://t.co/XBdEw6eF8q",INFORMATIVE,,
An oligarchic kleptocracy: https://t.co/ZrrGEbCdZI,UNINFORMATIVE,,
sign the fukn petetion please i beg u https://t.co/tLzAWOGObG,UNINFORMATIVE,,
Learn to stop bleeding through this terrific organization. Bystanders can save lives before first responders arrive. https://t.co/aa0dNKF4Wx,UNINFORMATIVE,,
Join @deespeak in conversation with @BBCHindi on How to retain blue skies and a healthy environment beyond the lockdown. #SaalBhar60 #WorldEnvironmentDay https://t.co/kDDAYBCaK7,INFORMATIVE,,
But took months to figure out testing centers for Covid-19 https://t.co/ezWXX7VmvW,UNINFORMATIVE,,
So it turns out that the 111 people who have sadly passed away in the last 24 hours from Covid 19 in the UK turns out to be 564 with no explanation for the increase from @MattHancock,INFORMATIVE,,
#NavyCapital : Wuhan’s mass testing blitz might have eradicated the coronavirus Authorities there said they found no new cases of “silent spreaders” for the first time in nearly two months. https://t.co/gAs1FoJ5nj,INFORMATIVE,,
"[VIDEO]

Stray Kids Japan's TikTok Update
""??Seungmin takes on the #blindinglightschallenge!? STAY, please give it a go at HOME too??? #Straykids #??? #Seungmin #SKZ_TOP #SKZ_SLUMP""

https://t.co/eujPiPmOMr

@Stray_Kids @Stray_Kids_JP #?????? #GO? #GOLIVE https://t.co/vHbjlFAyAe",UNINFORMATIVE,,
"So. 10/10 @chrissyteigen made me believe it wouldn’t be that bad but I’ve had two nosebleeds, and the entire left side of my face has been throbbing since 8 am. It’s not fun. To all my patients I swab .. I am so sorry. stay t f home. #NurseLife https://t.co/qCpbIPkqmH",UNINFORMATIVE,,
"@ErnestLartey15 @iamsamuelpagge @shattawalegh Before the Pandemic will hit Ghana, he said it and even gave the exact date it hit Ghana and truly Coronavirus hit Ghana on that date.",INFORMATIVE,,
"Jesus Christ, we’re moving down from level 4 to level 3 and implementing measures they said we’d implement at level 1 on the advice of a body that doesn’t actually exist https://t.co/SyuBfZKb1u",INFORMATIVE,,
"Scotland has received more than £10 billion of UK Government cash to battle Coronavirus
https://t.co/TA825ENS7s",INFORMATIVE,,
"“I have sold 210 chicken ever since Covid-19 started. All my flock is currently sold out and just raising up new stock. The demand was higher than we imagined,” said Wafula Sinino, a chicken farmer at Misikhu. https://t.co/9xRtJruVtU #SokoNews https://t.co/ChimHZMEgM",INFORMATIVE,,
but they ain’t enforce it like this for a pandemic... https://t.co/NQHzTOdtbl,UNINFORMATIVE,,
"""Coronavirus shutdowns may have ignited rise in STDs, condom hoarding, health experts warn"" Health experts in Canada warn that coronavirus-related shutdowns may have resulted in a lack of contraceptives due to condom hoarding, contributing to a potential rise in sexually tra… https://t.co/sZrZ8CPMWs",INFORMATIVE,,
"with everything that's going on in the philippines right now, the most vulnerable are those in the frontlines for covid relief as well as indigenous groups continually being displaced by our government. here's a thread of donation drives i've come across on twitter:",INFORMATIVE,,
You mean mob violence. Not protests. https://t.co/6YGVin476F,UNINFORMATIVE,,
"If you are wearing a mask during the day to help stop the spread of the coronavirus please take time at home to do pranayama to clear your lungs and strengthen your prana. 
This will protect your own immunity as well.",INFORMATIVE,,
So we have the ability to trace interactions between individuals with COVID-19 but not Jeffrey Epstein's pedophile ring?,UNINFORMATIVE,,
The US can't organize testing centers for covid but they can construct a military base in a few hours as soon as the status quo is threatened by the underprivileged https://t.co/7H1WHOBvtD,INFORMATIVE,,
"#Ebola  is back  now 

le  #corona when it get to know that it gotta company to destroy the world : https://t.co/9er4pg2xpC",INFORMATIVE,,
SAN DIEGO: PLEASE RT - SHARE! STARTING JUNE 2ND IT IS ILLEGAL TO GATHER IN PUBLIC SETTINGS AGAIN DUE TO “COVID19”. THE POLICE WILL USE THIS AS A REASON FOR MAKING ARRESTS! INFORM MOVEMENTS PLANNING TO PROTEST! https://t.co/QYhFXfsl0Z,INFORMATIVE,,
"All other countries are helping its citizens during Covid19 crisis. They are giving rebate on utility bills &amp; taxes, reducing Gas &amp; fuel prices.

But in India the Govt is LOOTING the middle class &amp; the poor, by increasing price of LPG and Diesel &amp; Petrol. #LPG_Petrol_Loot",INFORMATIVE,,
"In #Pakistan’s history Imran Khan may be the most professional PM &amp; most methodical decision-maker ever!

His killer instincts &amp; knack for doing the right thing irrespective of consequences could be the reason he’s been steamrolling opponents all his life.
https://t.co/bzbwPZp3vu",UNINFORMATIVE,,
Thank you all. https://t.co/ZWX9bxWMsP,UNINFORMATIVE,,
Spanish health officials say they have recorded no new COVID-19 deaths in a 24-hour period for the first time since March,INFORMATIVE,,
But took months to figure out testing centers for Covid-19 https://t.co/ezWXX7VmvW,UNINFORMATIVE,,
i’ve kinda forgotten about covid in the midst of all everything else happening. corona is not an excuse to be racist towards asians. badges are not excuses to kill and/or harm innocent people. there is injustice in our world right now. we MUST fix it. #blm,INFORMATIVE,,
Then hold police accountable like every other single person in America would be for killing an innocent person? Not hard. #BlackLivesMatter https://t.co/nMbgm1A8gY,INFORMATIVE,,
"Lock down day 72.

Reasons to love road racing part 72.

Sometimes videos don't do this sport justice. You need to stand 3 foot from the bikes at Kerrowmoar  and feel them reverberate through you. 
@davojohnson20 
@Gary_Johnson69 
@peterhickman60
#IoMTT https://t.co/boVLZ5Utwb",UNINFORMATIVE,,
"They can’t give you food, housing or necessities during a pandemic. They can’t give you affordable education, they can’t give you healthcare and they can’t give you basic human rights but they’ll deploy military grade technology and police equipment on the streets",INFORMATIVE,,
"""The figures are a wakeup call for govt to put right its testing programme that is currently neglecting disabled ppl of working age who use care services."" @VODGmembership on @CareQualityComm
data on deaths of ppl w/ a learning disability from #COVID19. https://t.co/zXUmDUzeao https://t.co/echnyIvdMv",INFORMATIVE,,
"COVID-19 and its impact on EU regions and cities: webinar 18 June, 10:00-11:30 CET https://t.co/tViYaHQeBE @EU_CoR @OECD_local @cllrmmurphytipp @lamia_k_c @RegioEvaluation @alerainy @Spatial4sight  @DijkstraLewis @CemrPoth @BenJButters @ERSA_org @regstud @Sarah_Sheil @EP_Regional https://t.co/bnHsfodMy2",INFORMATIVE,,
"BAME communities have been disproportionately affected by COVID-19.

We need the findings of this review published and action taken now.

Stop the excuses: publish the review.

https://t.co/Zwd7PNNhDk",INFORMATIVE,,
"For those keeping score at home:

The President refused to invoke the Defense Production Act to mobilize and save lives quickly against COVID-19. 

But he didn't hesitate to invoke the 1807 Insurrection Act to deploy the military on American streets against protests.",INFORMATIVE,,
But took months to figure out testing centers for Covid-19 https://t.co/ezWXX7VmvW,UNINFORMATIVE,,
"Let's talk about ex-TalkTalk CEO &amp; Tory peer Dido Harding who was head of the network when it was hacked, resulting in over 150k customers personal details being stolen. She will now oversee the roll out of a Covid-19 tracing app ??
How safe is your data?
https://t.co/G1L53xtUhR",INFORMATIVE,,
"24,000 residents live within 6 blocks of cal anderson park. that's 1/300th the population of the entire state. 

and durkan exposed the whole neighborhood to chemical warfare. 

in a pandemic. 

impeach. https://t.co/r2hio4cJP2",INFORMATIVE,,
"BBCBusiness ""Coronavirus: Restrict toilet access on flights, says ICAO https://t.co/vduXafc0JV""",INFORMATIVE,,
"I nominate @i_actdonttalk movement as #MyCovid19Hero 
Over 150 families and Orphanage with food supplies during the lockdown, they also organized an online interactive class free for children age 4-15.
@myaccessbank https://t.co/7casBJ64XG",INFORMATIVE,,
"A man in Colorado who spent 2 weeks in intensive care fighting #coronavirus has received a bill from his hospital for $840,000.
That’s why we celebrate our #NHS",INFORMATIVE,,
What do you have to say about this @MattHancock? The country needs an immediate explanation https://t.co/0CPFNeZril,UNINFORMATIVE,,
"So the Metropolitan Police has arrested Black Lives Matter protestors over the last 48 hours in London for breaching social-distancing guidelines. What about Cummings, or all the middle class people who had street parties on VE Day or those at beaches in large groups?",INFORMATIVE,,
Dear religious leaders in Nigeria. The #COVID19 Presidential Task Force has allowed places of worship to reopen partially. This is not a time for reckless talk about COVID-19. It is a time to show leadership by educating faithfuls to adhere to preventive measures. God bless ???? https://t.co/HwAVTpbrdv,UNINFORMATIVE,,
@KALIUCHIS also where was this heat for covid? why was there no curfew then?? because white lunatics needed haircuts and brunch ??,UNINFORMATIVE,,
"Spain has reported no new deaths from Coronavirus today, yet they still have stay at home orders in place for another three weeks.

Why are we not learning from those who have been successful? https://t.co/Suo4LLi6rz",INFORMATIVE,,
"I reckon the Government’s “sex ban” could spell the end of lockdown. It’s a joke. SAGE, or whoever comes up with this stuff, are a laughing stock.",UNINFORMATIVE,,
But took months to figure out testing centers for Covid-19 https://t.co/ezWXX7VmvW,INFORMATIVE,,
@ImranKhanPTI We need a proper lockdown for atleast one month. Don’t open things plz if we will stop moving the virus will eventually die .,UNINFORMATIVE,,
"I didnt think it was possible to experience more anxiety with having to work during covid. Then 2020 was like fuck you, now u have to worry about looting/rioting. Fuck you coporate we should be closed.",UNINFORMATIVE,,
THEY ARE GASSING ICE DETAINEES https://t.co/1VbFqxMxkj,UNINFORMATIVE,,
The US can't organize testing centers for covid but they can construct a military base in a few hours as soon as the status quo is threatened by the underprivileged https://t.co/7H1WHOBvtD,UNINFORMATIVE,,
But took months to figure out testing centers for Covid-19 https://t.co/ezWXX7VmvW,UNINFORMATIVE,,
Niggas surprised about the govt planting bricks at protests wait till I tell y’all about the crack epidemic,UNINFORMATIVE,,
@AnonymousArise Covid = Masks Masks + Riots = cant identify All planned for a long time,INFORMATIVE,,
#fakemeds are alive and well during this pandemic as criminals adapt to take advantage of #COVID19 https://t.co/zrD0Wd4q53,INFORMATIVE,,
"CBI's director-general Dame Carolyn Fairbairn:

""For many firms fighting to keep their heads above water through the crisis, the idea of preparing for a chaotic change in EU trading relations in seven months is beyond them. They are not remotely prepared.""
https://t.co/xxwXdf88Px",INFORMATIVE,,
"Anyone manage to find human life at @spectator magazine, sufficient to get an answer to whether they knew Mary Wakefield was lying about 'London lockdown?' @afneil @FraserNelson #NotAGoodLookPleaseDontGoOnAboutRightToKnowOrHypocrisyInOthersTillAnswered",UNINFORMATIVE,,
"Jesus Christ, we’re moving down from level 4 to level 3 and implementing measures they said we’d implement at level 1 on the advice of a body that doesn’t actually exist https://t.co/SyuBfZKb1u",UNINFORMATIVE,,
KSA  Russia in talks on anti-COVID-19 treatment  nbsp Russia has developed a promising new treatment for the coronavirus COVID-19 which it could soon trial in partnership with Saudi Arabian health experts The Russian Direct Investment Fund  RDIF   the co… https://t.co/cqclGBSTSi,INFORMATIVE,,
@ExpressandStar Looks as busy as a normal day before lockdown,UNINFORMATIVE,,
"They can’t give you food, housing or necessities during a pandemic. They can’t give you affordable education, they can’t give you healthcare and they can’t give you basic human rights but they’ll deploy military grade technology and police equipment on the streets",INFORMATIVE,,
"My coworker's cousin was at a protest at sunset in San Diego yesterday when she was hit right between the eyes with a rubber bullet. She's been unresponsive ever since, currently in the ICU. She only went because her son had been killed by a cop; she felt she couldn't stay home.",INFORMATIVE,,
"#ParaKayManong is an ongoing campaign to help jeepney &amp; tricycle drivers, some of the most essential workers in the PH who have remained jobless and have not been given ANY cash aid by the govt. during this pandemic

if you have the time to share or means, please spare a donation https://t.co/wuRQYWqJR7",INFORMATIVE,,
"the usa has one of the highest numbers of coronavirus cases in the world and doesn't take it seriously enough but when people pr*t*st in the streets to fight racism, to put an end to people getting k*lled everyday bc of their race, suddenly there are curfews?? make it make sense! https://t.co/gIM8mJpc7s",INFORMATIVE,,
"RT @DaShooter58: RT @PlusOffices: Circling Earth at 25X Speed Of Sound

Volumes High Please  :)

via ISS/NASA @ravikikan

#mondaythoughts #lockdown #100DaysOfCode #startups #spacetech  #emergintech #defstar5 #makeyourownlane #womenintech #coding #program… https://t.co/9rJjd9VVAx",UNINFORMATIVE,,
"[ NEW POLICY PAPER ] 

?? #Infodemic: in times of a pandemic, what harm can #socialmedia posts actually do? 

?? @i_montaigneEN and @ISDglobal analyzed messages related to #Covid19 to understand information manipulation. Conclusions here.
https://t.co/yTflPcCFSf",INFORMATIVE,,
"#NorthKorea locks down border town after a person suspected of having #COVID19 returns from #SouthKorea.

Read more: https://t.co/iTeMzU24Tv https://t.co/K4PmxqYnB9",INFORMATIVE,,
@AukeHoekstra On one level someone watching this on TV might think that social distancing is no longer necessary. On another an alternative reality is being presented in a way that fosters the concept and acceptance of “alternative facts”.,UNINFORMATIVE,,
"Ab zamane ke sth chalna pare ga
We will not pay fees until and  unless pandemic situations are in Pakistan.
@ImranKhanPTI
@ImranIsmailPTI
@syedMuradAliPPP
#BoycottFessSAU",INFORMATIVE,,
"NHSCT distributed a number of salad growing boxes provided by Groundworks NI to allow recipients to grow their own food and to provide something enjoyable and productive to do during lockdown ????

Desi Ferguson shows us how his salad vegetables have grown ??????? https://t.co/3OZKM9orPy",UNINFORMATIVE,,
"If 3 Gorges dam collapses then this is how it will look. ??A simulation shows flood will create a 100m tall water-wall, and it will flow at the speed of 100Kmph. By the time flood water reaches Wuhan water will be 7 m in height.
Original video credit: caijinglengyan https://t.co/EKFzukpvha",UNINFORMATIVE,,
"Well so far, how many deaths with flu, heart attacks, car accidents, serious falls have been recorded? The MSM should be held to account. https://t.co/L01tLe796m https://t.co/zQKFwayu9o",INFORMATIVE,,
Have they bollocks ??????? https://t.co/MhdisLH5lH,UNINFORMATIVE,,
"E be like say dis coronavirus get one spirit wey no dey allow person sleep before 4AM. Cuz since this lockdown started, I don turn night crawler.",UNINFORMATIVE,,
"?? “Frontline #workers—who have proven how important their work is during a deadly pandemic—deserve #FairPay forever, not only when danger looms.”

@uniglobalunion General Secretary @CHoffmanUNI shares her insights on #inequality ?? #WeekendReads @TUACOECD https://t.co/OHrslMZny6",INFORMATIVE,,
"UK is a mega economy and Scotland enhances the UK

I am, as the majority of Scots are, proud to be part of the UK 

We have fought and died for the UK for generations https://t.co/6W2vMw4QjV",UNINFORMATIVE,,
"@DAM6917 @jackson_sandell @ancianelo @49ers_Since1982 @responsibleMDs Provided PPE, 
made testing widely available, implemented a nationwide lockdown
Not disputed the science
Not held two rallies
Not invited people to ignore lockdown protocols
Not discourage people from wearing masks
Not called it a hoax",INFORMATIVE,,
BTCS Crypto Portfolio Expands Over 280% in Q2 2020 Amid COVID-19 Pandemic | Press release - Bitcoin News https://t.co/YIwBKKnSyS,INFORMATIVE,,
@x_ourania_x I know it’s been a long lockdown but it won’t take a week mate!,UNINFORMATIVE,,
"As recently as the beginning of June the US and Canada had the same death rate.

While the US is unfortunately getting back to the rate from back then, Canada achieved a 20-fold reduction of the death rate at the same time.

https://t.co/wU7x3bOYk7 https://t.co/NBgKvcmDRw",INFORMATIVE,,
"@JayBoo1980 @MJC63335086 @ElijahSchaffer Well we got the china virus still, so close enough.",UNINFORMATIVE,,
Minister Ebrahim Patel tests positive for Covid-19 https://t.co/uCI0dxo0jh. https://t.co/dhK7qr0jDv,INFORMATIVE,,
"9/. In the weeks since the HHS took over from the CDC, much of US’s #COVID19 data has become inaccessible.

Similarly, the UK govt stopped sharing data on testing in mid-May.

Asked why, ministers seem unwilling or unable to offer an intelligible reason.
https://t.co/HjV4tqScoi",INFORMATIVE,,
Wear a mask. Same as Nicola’s! Pressie for my birthday today??#indyref2 https://t.co/m48QDT93MP,UNINFORMATIVE,,
I am impressed that Gujarat accounts for only 1.6% of the Coronavirus cases in India while Delhi accounts for 9%. Shree 420 only appears on TV daily but does nothing for Delhi.,INFORMATIVE,,
MY MOM BEAT COVID!!!!!!!!!!!!!!!!!,UNINFORMATIVE,,
that my procrastination is omnipresent https://t.co/LXNDJkJf4b,UNINFORMATIVE,,
"I'm a Covid-19 'long-hauler'. For us, there is no end in sight

https://t.co/85aBeBdwOC",UNINFORMATIVE,,
"The only reason for what the Corona virus is good for:

It reveals more and more idiots no one has ever recognized.

?????????????????????????????? https://t.co/g9cetGHyZK",UNINFORMATIVE,,
"Coronavirus. To help stop the spread, wear a face covering over your nose and mouth for your whole journey on public transport.",INFORMATIVE,,
"Spain’s newspapers this morning, on the news of UK quarantine ????

“Britain continues to record a higher number of coronavirus cases and deaths than Spain” #COVID19 
https://t.co/SUOUiFyiDm",INFORMATIVE,,
What a bunch of jokers this Ashok Gehlot sarkar is. The pandemic is still there @ashokgehlot51 ffs do some work. Everything seems to have come to a halt since past few days. Stop the drama!,UNINFORMATIVE,,
"Sometimes, do you feel tired of wearing a mask?

When you do, think of our COVID warriors and their exemplary efforts. #MannKiBaat https://t.co/u4oFgwfiGe",UNINFORMATIVE,,
"Shri Priyanajan Shrivastav is admitted in Yashoda hospital ghaziabad for treatment of Covid, doctors have requested AB+ blood plasma on urgency. Contact Shubhi Shrivastav 8744887774 Cc @dhruvwadhwa ji",INFORMATIVE,,
"This recent interview with Dr. Scott Jensen, MD (also a State Senator in MN) is a ""must see"". He bravely exposes in no uncertain terms the deception introduced by the new CDC guidelines about coding COVID19 deaths on official Certificates. Watch!   
https://t.co/iLTJjIsskH",INFORMATIVE,,
Minister Ebrahim Patel tests positive for Covid-19 https://t.co/bcHuX0OMcn. https://t.co/oiZeg8U2SK,INFORMATIVE,,
"Young Nigerians should solve the genocide in Southern Kaduna....the insecurity in Katsina and bring an end to Boko Haram. They should fix Power issues and build a thriving and inclusive economy. Finally, they should end corruption once and for all. https://t.co/QSlBSmVeLm",INFORMATIVE,,
None of the Lapdog news are now screaming Corona Jihad about Tirupati? https://t.co/HKAYTcDjQy,UNINFORMATIVE,,
This 27-year-old reporter is urging people to take COVID-19 seriously after battling the virus for more than a month https://t.co/IuvpHOhBMZ,INFORMATIVE,,
"For fuck sake, England. Why aren't you screaming about this? ?? #coronavirus #COVID19 https://t.co/ORIwCu41Eq",UNINFORMATIVE,,
"Elections have become meaningless in India.
The BJP wins even when it loses.
PM Modi and Amit Shah are trying to destroy Democracy.
Modi and Shah are trying to topple govt in Rajasthan during Covid Pandemic.
#SpeakUpForDemocracy https://t.co/1xGujvS2Us",UNINFORMATIVE,,
"Walmart caved. 

Shoppers no longer have to wear a mask. 

I wonder why.",INFORMATIVE,,
Gram Pradhan(Sanjay Yadav) denying sanitization after found a petrol pump worker COVID-19 positive (Bela-Varanasi). Sir plz look in to the issue as it can infect many villagers. @dmvaranasi2016 @DSikayat @CMOfficeUP @myogiadityanath https://t.co/b1rwA6yrpo,INFORMATIVE,,
"“If people washed hands regularly, wore masks, and kept social distance from each other, these 3 simple behaviors could stop most all of the Covid-19 pandemic, even w/out vaccine or additional treatments, according to new study in journal PLoS Medicine.” https://t.co/eeaKGeNlLM",INFORMATIVE,,
"We must be careful to report COVID numbers with accuracy.

Many states have reported inaccuracies and overinflated numbers.

It is almost impossible to make informed decisions without reliable data.",UNINFORMATIVE,,
"The King Salman Humanitarian Aid and Relief Center (@KSRelief_EN) has supplied and installed thermal imaging cameras in #Yemen’s arrival points as part of its support for the Yemeni government’s fight against #coronavirus.

https://t.co/IOMiMkZbz2 https://t.co/B1uUNQKl6W",INFORMATIVE,,
"Visited Samudhaya Bhavan in Chamarajpete and inspected the arrangements made to convert it into a non Covid health care centre.

After pandemic, more &amp; more non covid patients are also dying due denial of treatment by many. This may help address the concern to an extent. https://t.co/Xl5jakGFnN",INFORMATIVE,,
@realDonaldTrump @Hawaii_EMA @TDEM Sounds better than your corona approach.....the blooper of the century. Storms may be the highest level of problems you can deal with seen from an intellectual perspective...,UNINFORMATIVE,,
"• Dec 31: China alerts WHO to new virus
• Jan 24: Boris Johnson misses COBR meeting
• Jan 29: Johnson misses COBR meeting
• Feb 05: Johnson misses COBR meeting
• Feb 12: Johnson misses COBR meeting
• Feb 14: Johnson goes on holiday
• Feb 18: Johnson misses COBR meeting https://t.co/1u8UU0HMrl",INFORMATIVE,,
MY MOM BEAT COVID!!!!!!!!!!!!!!!!!,UNINFORMATIVE,,
"In the middle of a pandemic the Nigerian government increase taxes on poor Nigerians while the Senators still get a hardship allowance and a witness to a corruption proceeding ""fainted"" while the other was told to ""off his mic"" so as not to expose the corruption",INFORMATIVE,,
"Do you want to be part of a team that has worked with 1000+ people during Coronavirus to support them to know their human rights and advocate for better decisions? 

You could be our new Human Rights Officer. Application info below, apply by 10am 10 Aug.

https://t.co/QMmTwEmCZW",UNINFORMATIVE,,
"#GestapoTrump thugs pepper spraying a nurse in scrubs at the Seattle protests is cowardly and grotesque.

These are our essential, front-line workers against COVID-19.

WHAT. THE. FUCK. https://t.co/r4IcLn9VDR",INFORMATIVE,,
"Visited Zaveri Bazar and Kalbadevi road market yesterday first time during in lock-down. 

Economic destruction is massive. 

Only 1 out 20 shops open. No buyers, no street food vendors (specialty of this market), no crowd..

Sitting at home we are underestimating impact.",INFORMATIVE,,
"PM going for a religious event—where he will be on live TV alongside men currently on trial for the crime of demolishing the Babri Masjid—at the height of a pandemic shows there’s no concern for secularism, “pseudo secularism”, rule of law, public health. https://t.co/t2qvmejvbk",UNINFORMATIVE,,
"A 9 year old died from #Covid_19 yesterday in Florida. A 5 year old died from Covid-19 in Dallas today. A major component in the low death rate we saw in children had to do with our policy to limit children exposure, by closing schools.",INFORMATIVE,,
[OPINION] Why the Duterte regime will be COVID-19’s main victim https://t.co/TnfyXPuJxz,INFORMATIVE,,
This is very clever. Clearly Emirates (and their insurers) have looked at the data and understand the actual risks. https://t.co/W7bSYMDzwg,UNINFORMATIVE,,
here’s the scoop! i’m back at work and sore and in pain! lesson learned. next pandemic i’m gonna work out for sure,UNINFORMATIVE,,
Oy. 24 LBI lifeguards positive for coronavirus after attending social gatherings together  https://t.co/gQp8UVsNf2,INFORMATIVE,,
"Pandemic is raging.

Hurricane’s making landfall.

He’s retweeting praise from Jon Voight. What a foolish and sick president! https://t.co/uNefNkyxrX",UNINFORMATIVE,,
"Terrible! Tomato farmer in Madanapalle, #Chittoor dt, forced to use his daughters for ploughing as he doesn't have money to rent bulls. He suffered huge losses last time due to #coronavirus pandemic. With no cash in hand, he begins Kharif season on a sombre note. #AndhraPradesh https://t.co/p4Tqz0eD9I",INFORMATIVE,,
